Rank,Name,Net Worth,Num Worth,Age,Gender,Source,Country of Citizenship,What I Learned
#1380,Chao Teng-Hsiung,$1.5 B,$1.50,72,Male,real estate,Taiwan,
#60,Charoen Sirivadhanabhakdi,$15 B,$15,72,Male,beverages,Thailand,
#757,Husnu Ozyegin,$2.6 B,$2.60,72,Male,"finance, diversified",Turkey,
#1402,Ahmet Nazif Zorlu,$1.4 B,$1.40,72,Male,diversified,Turkey,
#1707,Mustafa Latif Topbas,$1.1 B,$1.10,72,Male,Food Manufacturing and Retail,Turkey,
#6,Larry Ellison,$50.8 B,$50.80,72,Male,Oracle,United States,
#373,George Lucas,$4.6 B,$4.60,72,Male,Star Wars,United States,
#377,Henry Kravis,$4.6 B,$4.60,72,Male,private equity,United States,
#494,Frederick Smith,$3.7 B,$3.70,72,Male,FedEx,United States,
#594,Ronald Lauder,$3.2 B,$3.20,72,Male,Estee Lauder,United States,
#632,Kieu Hoang,$3.1 B,$3.10,72,Male,pharmaceuticals,United States,
#639,John Paul DeJoria,$3.1 B,$3.10,72,Male,"hair products, tequila",United States,
#728,Gary Rollins,$2.7 B,$2.70,72,Male,pest control,United States,
#772,Robert Duggan,$2.6 B,$2.60,72,Male,pharmaceuticals,United States,
#838,Ty Warner,$2.4 B,$2.40,72,Male,"real estate, plush toys",United States,
#861,Bill Gross,$2.4 B,$2.40,72,Male,investments,United States,
#977,Gerald Ford,$2.1 B,$2.10,72,Male,banking,United States,
#979,Thomas Lee,$2.1 B,$2.10,72,Male,leveraged buyouts,United States,
#1064,James Clark,$1.9 B,$1.90,72,Male,"Netscape, investments",United States,
#1422,"Nicholas Pritzker, II.",$1.4 B,$1.40,72,Male,"hotels, investments",United States,
#1598,Ted Alfond,$1.2 B,$1.20,72,Male,shoes,United States,
#1841,Paul Fireman,$1 B,$1,72,Male,Reebok,United States,
#1473,Antonio Luiz Seabra,$1.4 B,$1.40,73,Male,cosmetics,Brazil,
#1242,Brandt Louie,$1.6 B,$1.60,73,Male,drug store chain,Canada,
#646,Jean Pierre Cayard,$3 B,$3,73,Male,spirits,France,
#791,Nicolas Puech,$2.5 B,$2.50,73,Male,Hermes,France,
#47,Michael Otto,$17.1 B,$17.10,73,Male,"retail, real estate",Germany,
#605,Ye Chenghai,$3.2 B,$3.20,73,Male,pharmaceuticals,Hong Kong,
#1446,Albert Yeung,$1.4 B,$1.40,73,Male,"real estate, retail",Hong Kong,
#586,Ashwin Dani,$3.3 B,$3.30,73,Male,paints,India,
#1664,Habil Khorakiwala,$1.2 B,$1.20,73,Male,pharmaceuticals,India,
#1233,Francesco Gaetano Caltagirone,$1.7 B,$1.70,73,Male,"cement, diversified",Italy,
#1059,Kazuo Okada,$1.9 B,$1.90,73,Male,casinos,Japan,
#1666,Alberto Alcocer,$1.2 B,$1.20,73,Male,investments,Spain,
#248,Antonia Johnson,$5.9 B,$5.90,73,Male,diversified,Sweden,
#1526,Walter Frey,$1.3 B,$1.30,73,Male,Emil Frey Group,Switzerland,
#91,David & Simon Reuben,$11.9 B,$11.90,73,Male,"investments, real estate",United Kingdom,
#1849,John Bloor,$1 B,$1,73,Male,"real estate, manufacturing",United Kingdom,
#89,Ronald Perelman,$12.2 B,$12.20,73,Male,leveraged buyouts,United States,
#149,James Goodnight,$8.7 B,$8.70,73,Male,software,United States,
#201,David Geffen,$6.7 B,$6.70,73,Male,entertainment,United States,
#310,Jim Davis,$5.1 B,$5.10,73,Male,New Balance,United States,
#326,Jerry Jones,$5 B,$5,73,Male,Dallas Cowboys,United States,
#361,Ray Lee Hunt,$4.7 B,$4.70,73,Male,"oil, real estate",United States,
#387,George Roberts,$4.5 B,$4.50,73,Male,private equity,United States,
#483,Igor Olenicoff,$3.7 B,$3.70,73,Male,real estate,United States,
#511,Isaac Perlmutter,$3.6 B,$3.60,73,Male,Marvel comics,United States,
#614,Leon G. Cooperman,$3.2 B,$3.20,73,Male,hedge funds,United States,
#617,Arthur Blank,$3.1 B,$3.10,73,Male,Home Depot,United States,
#803,Don Hankey,$2.5 B,$2.50,73,Male,auto loans,United States,
#816,David Bonderman,$2.5 B,$2.50,73,Male,private equity,United States,
#994,Ron Baron,$2.1 B,$2.10,73,Male,money management,United States,
#1013,John Kapoor,$2 B,$2,73,Male,healthcare,United States,
#1071,Leslie Alexander,$1.9 B,$1.90,73,Male,Houston Rockets,United States,
#1125,"Richard Yuengling, Jr.",$1.8 B,$1.80,73,Male,beer,United States,
#1127,Sid Bass,$1.8 B,$1.80,73,Male,"oil, investments",United States,
#1302,Christopher Goldsbury,$1.6 B,$1.60,73,Male,salsa,United States,
#1694,Charles Brandes,$1.2 B,$1.20,73,Male,money management,United States,
#1068,Jack Cowin,$1.9 B,$1.90,74,Male,fast food,Australia,
#280,Bernard (Barry) Sherman,$5.3 B,$5.30,74,Male,pharmaceuticals,Canada,
#1090,Gerald Schwartz,$1.9 B,$1.90,74,Male,finance,Canada,
#104,He Xiangjian,$11.2 B,$11.20,74,Male,home appliances,China,
#590,Patrick Lee,$3.3 B,$3.30,74,Male,paper,Hong Kong,
#1328,Tung Chee Chen,$1.5 B,$1.50,74,Male,shipping,Hong Kong,
#341,Vikram Lal,$4.9 B,$4.90,74,Male,motorcycles,India,
#763,B.R. Shetty,$2.6 B,$2.60,74,Male,healthcare,India,
#785,Adi Godrej,$2.5 B,$2.50,74,Male,consumer goods,India,
#1117,Roberto Hernandez Ramirez,$1.8 B,$1.80,74,Male,banking,Mexico,
#1824,Joop van den Ende,$1 B,$1,74,Male,TV,Netherlands,
#71,Lee Kun-Hee,$13.5 B,$13.50,74,Male,Samsung,South Korea,
#1028,Juan Abello,$2 B,$2,74,Male,investments,Spain,
#760,John Whittaker,$2.6 B,$2.60,74,Male,real estate,United Kingdom,
#1370,Ian Wood,$1.5 B,$1.50,74,Male,energy services,United Kingdom,
#8,Michael Bloomberg,$49 B,$49,74,Male,Bloomberg LP,United States,
#180,George Kaiser,$7.2 B,$7.20,74,Male,"oil & gas, banking",United States,
#240,David Green,$6.1 B,$6.10,74,Male,retail,United States,
#370,Sam Zell,$4.7 B,$4.70,74,Male,"real estate, private equity",United States,
#606,Harry Stine,$3.2 B,$3.20,74,Male,agriculture,United States,
#690,Tom Golisano,$2.8 B,$2.80,74,Male,payroll services,United States,
#705,Peter Kellogg,$2.8 B,$2.80,74,Male,investments,United States,
#738,Barry Diller,$2.7 B,$2.70,74,Male,online media,United States,
#745,Steve Wynn,$2.6 B,$2.60,74,Male,"casinos, hotels",United States,
#828,Ray Davis,$2.4 B,$2.40,74,Male,pipelines,United States,
#1385,Mario Gabelli,$1.5 B,$1.50,74,Male,money management,United States,
#1467,William F. Austin,$1.4 B,$1.40,74,Male,hearing aids,United States,
#1469,Nelson Peltz,$1.4 B,$1.40,74,Male,investments,United States,
#1522,Herb Chambers,$1.3 B,$1.30,74,Male,car dealerships,United States,
#1809,Steven Roth,$1.1 B,$1.10,74,Male,real estate,United States,
#131,Galen Weston,$9.5 B,$9.50,75,Male,retail,Canada,
#292,Chan Laiwa,$5.3 B,$5.30,75,Male,real estate,China,
#663,Marc Ladreit de Lacharriere,$2.9 B,$2.90,75,Male,finance,France,
#68,Heinz Hermann Thiele,$13.7 B,$13.70,75,Male,brakes,Germany,
#222,Wolfgang Marguerre,$6.3 B,$6.30,75,Male,pharmaceuticals,Germany,
#362,Hans Peter Wild,$4.7 B,$4.70,75,Male,flavorings,Germany,
#1587,Horst Wortmann,$1.2 B,$1.20,75,Male,footwear,Germany,
#210,Michael Kadoorie,$6.6 B,$6.60,75,Male,"hotels, energy",Hong Kong,
#157,Cyrus Poonawalla,$8.4 B,$8.40,75,Male,vaccines,India,
#844,Chandru Raheja,$2.4 B,$2.40,75,Male,real estate,India,
#140,R. Budi Hartono,$8.9 B,$8.90,75,Male,"banking, tobacco",Indonesia,
#971,Murdaya Poo,$2.1 B,$2.10,75,Male,diversified,Indonesia,
#67,Stefano Pessina,$13.7 B,$13.70,75,Male,drugstores,Italy,
#695,Gilberto Benetton,$2.8 B,$2.80,75,Male,"clothing, investments",Italy,
#893,Alberto Bombassei,$2.3 B,$2.30,75,Male,automotive brakes,Italy,
#1622,Nicola Bulgari,$1.2 B,$1.20,75,Male,luxury goods,Italy,
#1718,Kagemasa Kozuki,$1.1 B,$1.10,75,Male,video games,Japan,
#275,Quek Leng Chan,$5.4 B,$5.40,75,Male,"banking, real estate",Malaysia,
#754,"Carolus Nolet, Sr.",$2.6 B,$2.60,75,Male,Ketel One vodka,Netherlands,
#1041,Saleh Kamel,$2 B,$2,75,Male,"banking, healthcare",Saudi Arabia,
#547,Kwek Leng Beng,$3.4 B,$3.40,75,Male,real estate,Singapore,
#213,Christoffel Wiese,$6.4 B,$6.40,75,Male,retailing,South Africa,
#859,Lee Joong-Keun,$2.4 B,$2.40,75,Male,construction,South Korea,
#1086,Manuel Jove,$1.9 B,$1.90,75,Male,real estate,Spain,
#439,Bertil Hult,$4 B,$4,75,Male,education,Sweden,
#1739,Beda Diethelm,$1.1 B,$1.10,75,Male,hearing aids,Switzerland,
#190,John Malone,$7.1 B,$7.10,75,Male,cable television,United States,
#209,David Duffield,$6.6 B,$6.60,75,Male,business software,United States,
#301,John Tu,$5.2 B,$5.20,75,Male,computer hardware,United States,
#309,Robert Kraft,$5.2 B,$5.20,75,Male,New England Patriots,United States,
#401,"Rupert Johnson, Jr.",$4.3 B,$4.30,75,Male,money management,United States,
#454,"Robert Rich, Jr.",$3.9 B,$3.90,75,Male,frozen foods,United States,
#498,Clayton Mathile,$3.7 B,$3.70,75,Male,pet food,United States,
#710,Richard Schulze,$2.8 B,$2.80,75,Male,Best Buy,United States,
#992,William Young,$2.1 B,$2.10,75,Male,plastics,United States,
#1004,Ronald Wanek,$2.1 B,$2.10,75,Male,furniture,United States,
#1067,Glen Taylor,$1.9 B,$1.90,75,Male,printing,United States,
#1415,J. Joe Ricketts,$1.4 B,$1.40,75,Male,TD Ameritrade,United States,
#1753,Donald Friese,$1.1 B,$1.10,75,Male,manufacturing,United States,
#1794,Michael Steinhardt,$1.1 B,$1.10,75,Male,finance,United States,
#1844,George Marcus,$1 B,$1,75,Male,real estate,United States,
#1211,Gerry Harvey,$1.7 B,$1.70,76,Male,retail,Australia,
#1329,Kerry Stokes,$1.5 B,$1.50,76,Male,"media, mining",Australia,
#899,Helmut Sohmen,$2.3 B,$2.30,76,Male,shipping,Austria,
#1553,Jose Isaac Peres & wife,$1.3 B,$1.30,76,Male,shopping malls,Brazil,
#1828,Antti Aarnio-Wihuri,$1 B,$1,76,Male,Diversified,Finland,
#40,Dieter Schwarz,$18.5 B,$18.50,76,Male,retail,Germany,
#142,Dietmar Hopp,$8.9 B,$8.90,76,Male,software,Germany,
#270,Guenther Fielmann,$5.6 B,$5.60,76,Male,optometry,Germany,
#312,Theo Mueller,$5.1 B,$5.10,76,Male,dairy,Germany,
#688,Guenter Herz & Family,$2.8 B,$2.80,76,Male,coffee,Germany,
#912,Hubert Burda,$2.2 B,$2.20,76,Male,publishing,Germany,
#1281,Willibert Krueger,$1.6 B,$1.60,76,Male,food processing,Germany,
#1396,Hans-Werner Hector,$1.4 B,$1.40,76,Male,SAP,Germany,
#144,Michael Hartono,$8.8 B,$8.80,76,Male,"tobacco, banking",Indonesia,
#968,Ennio Doris,$2.1 B,$2.10,76,Male,financial services,Italy,
#7,Carlos Slim Helu,$49.6 B,$49.60,76,Male,telecom,Mexico,
#484,Lim Sung-Ki,$3.7 B,$3.70,76,Male,Pharma,South Korea,
#9,David Koch,$42.1 B,$42.10,76,Male,diversified,United States,
#25,Jacqueline Mars,$26.2 B,$26.20,76,Male,candy,United States,
#109,Philip Anschutz,$10.9 B,$10.90,76,Male,investments,United States,
#133,"John Menard, Jr.",$9.5 B,$9.50,76,Male,retail,United States,
#176,Stephen Ross,$7.4 B,$7.40,76,Male,real estate,United States,
#250,Ralph Lauren,$5.9 B,$5.90,76,Male,Ralph Lauren,United States,
#442,"Jeremy Jacobs, Sr.",$4 B,$4,76,Male,sports concessions,United States,
#491,Jerry Speyer,$3.7 B,$3.70,76,Male,real estate,United States,
#1349,"Herbert Allen, Jr.",$1.5 B,$1.50,76,Male,investment banking,United States,
#1381,Jim Thompson,$1.5 B,$1.50,76,Male,logistics,United States,
#1570,Darwin Deason,$1.3 B,$1.30,76,Male,Xerox,United States,
#1655,William Koch,$1.2 B,$1.20,76,Male,"oil, investments",United States,
#21,Jorge Paulo Lemann,$31.3 B,$31.30,77,Male,beer,Brazil,
#45,Joseph Safra,$17.7 B,$17.70,77,Male,banking,Brazil,
#1748,Aldo Bensadoun,$1.1 B,$1.10,77,Male,shoes,Canada,
#502,Michel Leclercq,$3.7 B,$3.70,77,Male,sporting goods,France,
#1507,Jean Burelle,$1.3 B,$1.30,77,Male,automotive systems,France,
#461,Siegfried Meister,$3.9 B,$3.90,77,Male,appliances,Germany,
#581,Erich Kellerhals,$3.3 B,$3.30,77,Male,electronics retailer,Germany,
#666,Samuel Tak Lee,$2.9 B,$2.90,77,Male,real estate,Hong Kong,
#1143,Martin Naughton,$1.8 B,$1.80,77,Male,heating equipment,Ireland,
#509,Giuseppe De'Longhi,$3.6 B,$3.60,77,Male,coffee makers,Italy,
#1271,Luigi Cremonini,$1.6 B,$1.60,77,Male,meat processing,Italy,
#355,Lee Shin Cheng,$4.8 B,$4.80,77,Male,"palm oil, real estate",Malaysia,
#1757,Vito Rodriguez Rodriguez,$1.1 B,$1.10,77,Male,processed milk,Peru,
#1699,Ion Tiriac,$1.1 B,$1.10,77,Male,"banking, insurance",Romania,
#1734,Valentin Gapontsev,$1.1 B,$1.10,77,Male,lasers,Russia,
#1269,"Karl Scheufele, III.",$1.6 B,$1.60,77,Male,jewelry,Switzerland,
#138,Dhanin Chearavanont,$9 B,$9,77,Male,diversified,Thailand,
#1297,Kenneth Lo,$1.6 B,$1.60,77,Male,Textiles,United Kingdom,
#148,"Herbert Kohler, Jr.",$8.7 B,$8.70,77,Male,plumbing fixtures,United States,
#255,John A. Sobrato,$5.8 B,$5.80,77,Male,real estate,United States,
#343,"Edward Roski, Jr.",$4.9 B,$4.90,77,Male,real estate,United States,
#624,Lynn Schusterman,$3.1 B,$3.10,77,Male,"oil & gas, investments",United States,
#892,Richard Peery,$2.3 B,$2.30,77,Male,real estate,United States,
#946,Ted Turner,$2.2 B,$2.20,77,Male,cable television,United States,
#239,Jean-Claude Decaux,$6.1 B,$6.10,78,Male,advertising,France,
#460,Alain Merieux,$3.9 B,$3.90,78,Male,pharmaceuticals,France,
#1455,Charles Edelstenne,$1.4 B,$1.40,78,Male,aviation,France,
#1360,Dieter Schaub,$1.5 B,$1.50,78,Male,media,Germany,
#1676,Bruno Steinhoff,$1.2 B,$1.20,78,Male,furniture,Germany,
#327,Desh Bandhu Gupta,$5 B,$5,78,Male,pharmaceuticals,India,
#583,Rahul Bajaj,$3.3 B,$3.30,78,Male,motorcycles,India,
#1654,Soegiarto Adikoesoemo,$1.2 B,$1.20,78,Male,chemicals,Indonesia,
#1685,Masahiro Noda,$1.2 B,$1.20,78,Male,software,Japan,
#177,Ananda Krishnan,$7.4 B,$7.40,78,Male,telecom,Malaysia,
#673,Antonio Del Valle Ruiz,$2.9 B,$2.90,78,Male,chemicals,Mexico,
#721,Hans Melchers,$2.7 B,$2.70,78,Male,"chemicals, investments",Netherlands,
#1431,Belmiro de Azevedo,$1.4 B,$1.40,78,Male,retail,Portugal,
#1049,Allan Gray,$2 B,$2,78,Male,money management,South Africa,
#342,Chung Mong-Koo,$4.9 B,$4.90,78,Male,motor vehicles,South Korea,
#1698,Cho Yang-Rai,$1.1 B,$1.10,78,Male,tire manufacturing,South Korea,
#1001,Miguel Fluxa Rossello,$2.1 B,$2.10,78,Male,hotels,Spain,
#251,Gustaf Douglas,$5.9 B,$5.90,78,Male,security,Sweden,
#1583,Sefik Yilmaz Dizdar,$1.3 B,$1.30,78,Male,Fashion and Retail,Turkey,
#374,Laurence Graff,$4.6 B,$4.60,78,Male,diamond jewelry,United Kingdom,
#32,Phil Knight,$24 B,$24,78,Male,Nike,United States,
#52,James Simons,$16.5 B,$16.50,78,Male,hedge funds,United States,
#113,Charles Butt & family,$10.7 B,$10.70,78,Male,supermarkets,United States,
#165,"Thomas Frist, Jr.",$7.9 B,$7.90,78,Male,health care,United States,
#316,Leandro Rizzuto,$5.1 B,$5.10,78,Male,consumer products,United States,
#425,Leonard Stern,$4.1 B,$4.10,78,Male,real estate,United States,
#611,Neil Bluhm,$3.2 B,$3.20,78,Male,real estate,United States,
#675,"Wilbur Ross, Jr.",$2.9 B,$2.90,78,Male,investments,United States,
#679,James Leprino,$2.9 B,$2.90,78,Male,cheese,United States,
#755,H. Wayne Huizenga,$2.6 B,$2.60,78,Male,investments,United States,
#1035,David Walentas,$2 B,$2,78,Male,real estate,United States,
#1460,Stewart Horejsi,$1.4 B,$1.40,78,Male,Berkshire Hathaway,United States,
#1742,Martin Selig,$1.1 B,$1.10,78,Male,real estate,United States,
#568,Lindsay Fox,$3.3 B,$3.30,79,Male,logistics/real estate,Australia,
#477,Abilio dos Santos Diniz,$3.8 B,$3.80,79,Male,retail,Brazil,
#284,Emanuele (Lino) Saputo,$5.3 B,$5.30,79,Male,cheese,Canada,
#1648,Clayton Riddell,$1.2 B,$1.20,79,Male,oil & gas,Canada,
#1225,Jacques Saade,$1.7 B,$1.70,79,Male,shipping,France,
#1548,Daniel Roullier,$1.3 B,$1.30,79,Male,animal feed,France,
#111,Klaus-Michael Kuehne,$10.8 B,$10.80,79,Male,shipping,Germany,
#1661,Tung Chee Hwa,$1.2 B,$1.20,79,Male,shipping,Hong Kong,
#1195,Vivek Chand Burman,$1.7 B,$1.70,79,Male,consumer goods,India,
#224,Silvio Berlusconi,$6.3 B,$6.30,79,Male,media,Italy,
#1528,Gian Marco Moratti,$1.3 B,$1.30,79,Male,oil refinery,Italy,
#1581,Paolo Bulgari,$1.3 B,$1.30,79,Male,luxury goods,Italy,
#182,Charles Cadogan & family,$7.2 B,$7.20,79,Male,real estate,United Kingdom,
#281,Joe Lewis,$5.3 B,$5.30,79,Male,investments,United Kingdom,
#1082,Stephen Rubin,$1.9 B,$1.90,79,Male,sports apparel,United Kingdom,
#139,Leonard Lauder,$9 B,$9,79,Male,Estee Lauder,United States,
#196,Les Wexner,$6.9 B,$6.90,79,Male,retail,United States,
#211,Charles Schwab,$6.5 B,$6.50,79,Male,discount brokerage,United States,
#419,Phillip Frost,$4.1 B,$4.10,79,Male,pharmaceuticals,United States,
#533,Robert McNair,$3.5 B,$3.50,79,Male,"energy, sports",United States,
#620,"Amos Hostetter, Jr.",$3.1 B,$3.10,79,Male,cable television,United States,
#720,Mortimer Zuckerman,$2.7 B,$2.70,79,Male,"real estate, media",United States,
#826,Patrick Ryan,$2.4 B,$2.40,79,Male,insurance,United States,
#832,George Bishop,$2.4 B,$2.40,79,Male,oil & gas,United States,
#896,John Arrillaga,$2.3 B,$2.30,79,Male,real estate,United States,
#996,George Argyros,$2.1 B,$2.10,79,Male,"real estate, investments",United States,
#1322,Roger Penske,$1.5 B,$1.50,79,Male,cars,United States,
#1746,Gary Burrell,$1.1 B,$1.10,79,Male,navigation equipment,United States,
#1753,Thomas Bailey,$1.1 B,$1.10,79,Male,money management,United States,
#1223,Julio Bozano,$1.7 B,$1.70,80,Male,banking,Brazil,
#1517,Ruan Shuilong,$1.3 B,$1.30,80,Male,chemicals,China,
#76,Francois Pinault,$13.2 B,$13.20,80,Male,retail,France,
#636,Ronald McAulay,$3.1 B,$3.10,80,Male,energy,Hong Kong,
#1372,Yusuf Hamied,$1.5 B,$1.50,80,Male,pharmaceuticals,India,
#1235,Gustavo Denegri,$1.7 B,$1.70,80,Male,medical tests,Italy,
#311,Akira Mori,$5.1 B,$5.10,80,Male,real estate,Japan,
#2,Amancio Ortega,$76.9 B,$76.90,80,Male,Zara,Spain,
#1210,Jaime Botin,$1.7 B,$1.70,80,Male,banking,Spain,
#288,Lin Yu-lin,$5.3 B,$5.30,80,Male,real estate,Taiwan,
#1177,Chen Yung-Tai,$1.7 B,$1.70,80,Male,real estate,Taiwan,
#1539,Bruce Cheng,$1.3 B,$1.30,80,Male,electronics,Taiwan,
#1769,Sevket Sabanci,$1.1 B,$1.10,80,Male,diversified,Turkey,
#9,Charles Koch,$42.1 B,$42.10,80,Male,diversified,United States,
#25,John Mars,$26.2 B,$26.20,80,Male,candy,United States,
#57,Carl Icahn,$15.6 B,$15.60,80,Male,investments,United States,
#588,Donald Sterling,$3.3 B,$3.30,80,Male,real estate,United States,
#607,George Lindemann,$3.2 B,$3.20,80,Male,investments,United States,
#692,Kenneth Langone,$2.8 B,$2.80,80,Male,investments,United States,
#1055,"Drayton McLane, Jr.",$1.9 B,$1.90,80,Male,"Wal-Mart, logistics",United States,
#1149,T. Denny Sanford,$1.8 B,$1.80,80,Male,"banking, credit cards",United States,
#1476,Jerry Reinsdorf,$1.4 B,$1.40,80,Male,sports teams,United States,
#1653,Edmund Ansin,$1.2 B,$1.20,80,Male,television,United States,
#1330,Gregorio Perez Companc,$1.5 B,$1.50,81,Male,oil and gas,Argentina,
#287,Horst Paulmann,$5.3 B,$5.30,81,Male,retail,Chile,
#257,Xu Chuanhua,$5.8 B,$5.80,81,Male,chemicals,China,
#952,Wu Zhigang,$2.2 B,$2.20,81,Male,food,China,
#780,Philippe Foriel-Destezet,$2.5 B,$2.50,81,Male,employment agency,France,
#1509,Pierre Papillaud,$1.3 B,$1.30,81,Male,water,France,
#134,Reinhold Wuerth,$9.4 B,$9.40,81,Male,fasteners,Germany,
#1634,Albert Berner,$1.2 B,$1.20,81,Male,fasteners,Germany,
#1848,Gordon Wu,$1 B,$1,81,Male,real estate,Hong Kong,
#1267,Kishore Mariwala,$1.6 B,$1.60,81,Male,consumer goods,India,
#53,Leonardo Del Vecchio,$16.3 B,$16.30,81,Male,eyeglasses,Italy,
#694,Luciano Benetton,$2.8 B,$2.80,81,Male,"clothing, investments",Italy,
#1270,Lau Cho Kun,$1.6 B,$1.60,81,Male,palm oil/real estate,Malaysia,
#1830,Tiong Hiew King,$1 B,$1,81,Male,timber/media,Malaysia,
#813,Alexandre Soares dos Santos,$2.5 B,$2.50,81,Male,retail,Portugal,
#1220,Gabriel Escarrer,$1.7 B,$1.70,81,Male,hotels,Spain,
#236,Hansjoerg Wyss,$6.1 B,$6.10,81,Male,medical devices,Switzerland,
#693,Sumet Jiaravanon,$2.8 B,$2.80,81,Male,Diversified,Thailand,
#644,Herbert Simon,$3 B,$3,81,Male,real estate,United States,
#777,Phillip Ruffin,$2.5 B,$2.50,81,Male,"casinos, real estate",United States,
#505,John Gandel,$3.7 B,$3.70,82,Male,shopping malls,Australia,
#457,Heinz-Georg Baus,$3.9 B,$3.90,82,Male,home improvement stores,Germany,
#1317,Josef Boquoi,$1.5 B,$1.50,82,Male,frozen foods,Germany,
#871,Tang Yiu,$2.3 B,$2.30,82,Male,retailing,Hong Kong,
#1161,Hasmukh Chudgar,$1.8 B,$1.80,82,Male,pharmaceuticals,India,
#232,Giorgio Armani,$6.2 B,$6.20,82,Male,Armani,Italy,
#1048,Ralph Sonnenberg,$2 B,$2,82,Male,blinds,Netherlands,
#379,Lucio Tan,$4.5 B,$4.50,82,Male,diversified,Philippines,
#365,Americo Amorim,$4.7 B,$4.70,82,Male,"energy, investments",Portugal,
#1618,Jose Llado Fernandez-Urrutia,$1.2 B,$1.20,82,Male,construction,Spain,
#300,David & Frederick Barclay,$5.2 B,$5.20,82,Male,"media, retail",United Kingdom,
#252,Dennis Washington,$5.9 B,$5.90,82,Male,"construction, mining",United States,
#459,Ira Rennert,$3.9 B,$3.90,82,Male,investments,United States,
#836,John Brown,$2.4 B,$2.40,82,Male,medical equipment,United States,
#976,Gordon Getty,$2.1 B,$2.10,82,Male,Getty Oil,United States,
#1436,Irwin Jacobs,$1.4 B,$1.40,82,Male,semiconductors,United States,
#1593,Bruce Nordstrom,$1.2 B,$1.20,82,Male,department stores,United States,
#954,Eduardo Eurnekian,$2.2 B,$2.20,83,Male,"airports, investments",Argentina,
#135,Harry Triguboff,$9.2 B,$9.20,83,Male,property,Australia,
#101,Luis Carlos Sarmiento,$11.3 B,$11.30,83,Male,banking,Colombia,
#751,Erivan Haub,$2.6 B,$2.60,83,Male,retail,Germany,
#1042,Othman Benjelloun,$2 B,$2,83,Male,"banking, insurance",Morocco,
#479,Frits Goldschmeding,$3.8 B,$3.80,83,Male,temp agency,Netherlands,
#415,George Ty,$4.2 B,$4.20,83,Male,banking,Philippines,
#627,Prasert Prasarttong-Osoth,$3.1 B,$3.10,83,Male,hospitals,Thailand,
#364,Bruno Schroder,$4.7 B,$4.70,83,Male,banking,United Kingdom,
#874,Robert Miller,$2.3 B,$2.30,83,Male,retail,United Kingdom,
#20,Sheldon Adelson,$31.8 B,$31.80,83,Male,casinos,United States,
#175,Eli Broad,$7.5 B,$7.50,83,Male,investments,United States,
#322,Charles Johnson,$5 B,$5,83,Male,money management,United States,
#725,B. Wayne Hughes,$2.7 B,$2.70,83,Male,self storage,United States,
#935,Stanley Hubbard,$2.2 B,$2.20,83,Male,DirecTV,United States,
#1442,Forrest Preston,$1.4 B,$1.40,83,Male,health care,United States,
#1730,Sanford Weill,$1.1 B,$1.10,83,Male,Citigroup,United States,
#1284,Ermirio Pereira de Moraes,$1.6 B,$1.60,84,Male,diversified,Brazil,
#1429,Frank Stronach,$1.4 B,$1.40,84,Male,auto parts,Canada,
#1538,Hal Jackman,$1.3 B,$1.30,84,Male,"insurance, investments",Canada,
#1010,Clement Fayat,$2 B,$2,84,Male,construction,France,
#1120,Michel Chalhoub,$1.8 B,$1.80,84,Male,retail,France,
#635,Erwin Franz Mueller,$3.1 B,$3.10,84,Male,drug stores,Germany,
#648,Juan-Miguel Villar Mir,$3 B,$3,84,Male,construction,Spain,
#435,Nathan Kirsh,$4 B,$4,84,Male,"retail, real estate",Swaziland,
#396,Vanich Chaiyawan,$4.4 B,$4.40,84,Male,"insurance, beverages",Thailand,
#58,Donald Bren,$15.2 B,$15.20,84,Male,real estate,United States,
#521,"Julian Robertson, Jr.",$3.6 B,$3.60,84,Male,hedge funds,United States,
#580,"Bernard Saul, II.",$3.3 B,$3.30,84,Male,"banking, real estate",United States,
#601,"Clemmie Spangler, Jr.",$3.2 B,$3.20,84,Male,investments,United States,
#724,Randall Rollins,$2.7 B,$2.70,84,Male,pest control,United States,
#895,Johnelle Hunt,$2.3 B,$2.30,84,Male,trucking,United States,
#1218,Norman Braman,$1.7 B,$1.70,84,Male,"art, car dealerships",United States,
#1493,John Edson,$1.3 B,$1.30,84,Male,leisure craft,United States,
#293,Frank Lowy,$5.3 B,$5.30,85,Male,shopping malls,Australia,
#880,Charles Bronfman,$2.3 B,$2.30,85,Male,liquor,Canada,
#1510,Ronald Joyce,$1.3 B,$1.30,85,Male,restaurants,Canada,
#264,Benu Gopal Bangur,$5.7 B,$5.70,85,Male,cement,India,
#386,Kushal Pal Singh,$4.5 B,$4.50,85,Male,real estate,India,
#1176,Lachhman Das Mittal,$1.7 B,$1.70,85,Male,tractors,India,
#1191,Ciputra,$1.7 B,$1.70,85,Male,real estate,Indonesia,
#369,Keiichiro Takahara,$4.7 B,$4.70,85,Male,diapers,Japan,
#440,Han Chang-Woo,$4 B,$4,85,Male,pachinko parlors,Japan,
#123,Alberto Bailleres Gonzalez,$10.2 B,$10.20,85,Male,mining,Mexico,
#712,Montri Jiaravanont,$2.8 B,$2.80,85,Male,diversified,Thailand,
#907,Mustafa Rahmi Koc,$2.3 B,$2.30,85,Male,diversified,Turkey,
#640,Bernard Ecclestone,$3 B,$3,85,Male,Formula One,United Kingdom,
